mediaContentId,tmdbId,title,original_title,overview,release_date,poster_path,backdrop_path,tmdb_vote,vote_count,popularity,dtype,originalLanguage,cast,director
55,97406,Georgia,Georgia,"Sadie looks up to her older sister Georgia, a successful folk singer. Unfortunately it is this very obsession — coupled with her self-destructive tendencies and rampant drug abuse — that keeps her spiraling down the drain.",1995-05-19,/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,/mHi1zNvKnfLqV85RDDGmuQoPMP8.jpg,5.745,47,1.4179,MOVIE,en,"Jennifer Jason Leigh, Mare Winningham, Ted Levine, Max Perlich, John Doe",Ulu Grosbard
57,9089,Home for the Holidays,Home for the Holidays,"After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her unhinged family.",1995-11-02,/3zqlKdOttWyExzopVxglz50Vjxq.jpg,/lCugQmmEoUc5Z3U7IlBXNYjrtJi.jpg,6.246,191,1.9987,MOVIE,en,"Holly Hunter, Robert Downey Jr., Anne Bancroft, Charles Durning, Dylan McDermott",Jodie Foster
58,11010,The Postman,Il postino,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,1994-09-22,/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,/32pvxFiXNo2TdNpBiuHN8k2Mr4K.jpg,7.9,1213,2.2851,MOVIE,it,"Massimo Troisi, Philippe Noiret, Maria Grazia Cucinotta, Renato Scarpa, Linda Moretti",Michael Radford
60,11359,The Indian in the Cupboard,The Indian in the Cupboard,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,1995-07-14,/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg,/fKzQzmqsUDVbrH4dux9FcXtXLbQ.jpg,6.463,673,2.2062,MOVIE,en,"Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins, Rishi Bhat",Frank Oz
61,17182,Eye for an Eye,Eye for an Eye,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",1996-01-12,/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,/lOiIE1MS7q756PYHYiAw6glruxZ.jpg,6.255,463,2.8427,MOVIE,en,"Sally Field, Kiefer Sutherland, Ed Harris, Beverly D'Angelo, Charlayne Woodard",John Schlesinger
62,2054,Mr. Holland's Opus,Mr. Holland's Opus,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",1995-12-29,/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,/oUptKQLatCgywVDx0ETVhq7knHt.jpg,6.975,452,2.7655,MOVIE,en,"Richard Dreyfuss, Glenne Headly, Jay Thomas, Olympia Dukakis, William H. Macy",Stephen Herek
63,10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"When Ashtray moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog, who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",1996-01-12,/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,/dfkE2LppPbJ1qUzi3tdND5iuMFp.jpg,7.028,1495,8.9297,MOVIE,en,"Shawn Wayans, Marlon Wayans, Tracey Cherelle Jones, Chris Spencer, Vivica A. Fox",Paris Barclay
64,19760,Two If by Sea,Two If by Sea,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",1996-01-12,/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg,/9YTwzhG4HcZICyWcwSGO3O9JBgw.jpg,4.98,99,1.4083,MOVIE,en,"Sandra Bullock, Denis Leary, Yaphet Kotto, Stephen Dillane, Tracey Cherelle Jones",Bill Bennett
65,9536,Bio-Dome,Bio-Dome,"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",1996-01-12,/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg,/4pXKbwEFGxvBMFq4QjOjljtVzdq.jpg,4.564,401,1.9829,MOVIE,en,"Pauly Shore, Stephen Baldwin, William Atherton, Joey Lauren Adams, Teresa Hill",Jason Bloom
66,11525,Lawnmower Man 2: Beyond Cyberspace,Lawnmower Man 2: Beyond Cyberspace,"Now a shattered mind lurking in cyberspace, Jobe plots a return by hijacking a global VR network and rebuilding himself as something far beyond human. As reality starts to glitch, a small group races to stop a digital god who no longer needs a body.",1996-01-12,/aP8eGsCyZVCHgSMxhDa4KiC7H9B.jpg,/rCZfdhDuJJTwdUMpuaRiCm9jS0k.jpg,3.317,172,3.2982,MOVIE,en,"Patrick Bergin, Matt Frewer, Austin O'Brien, Ely Pouget, Camille Cooper",Farhad Mann
68,4482,French Twist,Gazon maudit,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",1995-01-18,/xlLnHizshGBwMiNrnop2kg2nYzE.jpg,/eAexMnPNZG0Q9QNHNWWfr9iHLMf.jpg,6.059,323,1.2695,MOVIE,fr,"Victoria Abril, Josiane Balasko, Alain Chabat, Ticky Holgado, Catherine Hiegel",Josiane Balasko
69,10634,Friday,Friday,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",1995-04-26,/2lReF53F8trkC68piGSfk0JVwWU.jpg,/y3E6gIZkRILqNmp7nCLkHPg0WXF.jpg,7.138,1999,6.0947,MOVIE,en,"Ice Cube, Chris Tucker, Nia Long, Tommy Lister Jr., John Witherspoon",F. Gary Gray
70,755,From Dusk Till Dawn,From Dusk Till Dawn,"After kidnapping a father and his two kids, the Gecko brothers head south to a seedy Mexican bar to hide out in safety, unaware of its notorious clientele.",1996-01-19,/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg,/phiRQhfwZZeMMn3osvQUmGYmJbp.jpg,7.0,6462,6.5433,MOVIE,en,"George Clooney, Quentin Tarantino, Harvey Keitel, Juliette Lewis, Ernest Liu",Robert Rodriguez
71,11859,Fair Game,Fair Game,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",1995-11-03,/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg,/iFfbBL8vtiuTkqb9Os7lO8y3KnY.jpg,5.139,335,2.416,MOVIE,en,"William Baldwin, Cindy Crawford, Steven Berkoff, Christopher McDonald, Miguel Sandoval",Andrew Sipes
72,28387,Kicking and Screaming,Kicking and Screaming,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",1995-10-06,/ynAtSpTou7snNOq32djzILw9VCA.jpg,/hyG7Y6r0aQnE5ssoTyq8xSQmS25.jpg,6.186,236,1.1599,MOVIE,en,"Josh Hamilton, Olivia D'Abo, Chris Eigeman, Parker Posey, Jason Wiles",Noah Baumbach
73,48750,Les Miserables,Les Misérables,"In WWII France, poor and illiterate Henri Fortin is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",1995-03-22,/toQ6BJCiKVSnklpsma2GnJ6KKah.jpg,/9uQMik14eqfgc3pjeQEHOZiE0t1.jpg,6.68,86,1.2694,MOVIE,fr,"Jean-Paul Belmondo, Michel Boujenah, Alessandra Martines, Salomé Lelouch, Annie Girardot",Claude Lelouch
74,20927,Bed of Roses,Bed of Roses,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",1996-01-26,/zCXvHCEm8334d0d646ldDkXnKws.jpg,/p4JS5EvUKzCkqgHZdW7zdvm7sl.jpg,5.868,125,1.431,MOVIE,en,"Christian Slater, Mary Stuart Masterson, Pamela Adlon, Josh Brolin, Brian Tarantina",Michael Goldenberg
75,36929,Big Bully,Big Bully,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",1996-01-26,/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg,/tYGxW8kkZD8sCOIDi5je9Vk2Wjx.jpg,4.663,80,1.479,MOVIE,en,"Rick Moranis, Tom Arnold, Julianne Phillips, Carol Kane, Jeffrey Tambor",Steve Miner
76,9102,Screamers,Screamers,"SIRIUS 6B, Year 2078. On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",1995-09-08,/eqgBf791rMZG7ywHfObpXeMpiRf.jpg,/7LMy4tZggDRa31ycv5ccnPtLspV.jpg,6.227,598,2.2962,MOVIE,en,"Peter Weller, Jennifer Rubin, Roy Dupuis, Andrew Lauer, Liliana Komorowska",Christian Duguay
77,124626,Nico Icon,Nico Icon,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",1995-09-08,/w3oiJZTB1UP3lj0uSVLdsYfsBbC.jpg,/p5QEdBIWuBu3VRc71RvGe9nJFvJ.jpg,7.727,11,0.4007,MOVIE,en,"Nico, Tina Aumont, Christian Aaron Boulogne, Jackson Browne, Jim Morrison",Susanne Ofteringer
78,27526,The Crossing Guard,The Crossing Guard,"Unable to move on from the loss of his daughter, Freddy, now a shell of the person he was before, swears to kill the man responsible for her death.",1995-01-26,/1WOfl9LN4gqpjwWZjGSHW8fCgSZ.jpg,/oi9RFxqb5Tncm7VvDnVT6sZUWyH.jpg,6.014,283,1.5698,MOVIE,en,"Jack Nicholson, David Morse, Anjelica Huston, Robin Wright, Piper Laurie",Sean Penn
79,9623,The Juror,The Juror,"Struggling single mother Annie Laird impulsively agrees to serve on a jury, hoping for a little excitement in her humdrum life. But she gets far more than she bargained for when she's forced to sacrifice the truth to save her son from the mob's seductive, psychotic enforcer.",1996-02-02,/31mRYhJvaknQx8PQnR2UV7YCkLT.jpg,/g0CGOIl3H1FDsqHpPzlfkhXAtv8.jpg,5.7,439,3.3218,MOVIE,en,"Demi Moore, Alec Baldwin, Joseph Gordon-Levitt, Anne Heche, James Gandolfini",Brian Gibson
80,46785,The White Balloon,بادکنک سفید,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,1995-01-02,/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg,/jRLhcuyTPgcaCzrTKVTVrFDWrYo.jpg,7.457,117,0.9376,MOVIE,fa,"Aida Mohammadkhani, Mohsen Kafili, Fereshteh Sadr Orafaee, Anna Borkowska, Mohammad Shahani",Jafar Panahi
81,400,Things to Do in Denver When You're Dead,Things to Do in Denver When You're Dead,Five different criminals face imminent death after botching a job quite badly.,1995-12-01,/3LxYzYybOVpnw0juCSlNL5cj8NK.jpg,/J4l8AvrK8ByAjnoKposMLh3ubL.jpg,6.459,427,2.4307,MOVIE,en,"Andy Garcia, Christopher Lloyd, William Forsythe, Bill Nunn, Treat Williams",Gary Fleder
82,880,Antonia's Line,Antonia,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",1995-09-21,/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,/sOkUBkwq21ZEThCX7wboY2Xl3m5.jpg,6.9,143,1.7604,MOVIE,nl,"Willeke van Ammelrooy, Els Dottermans, Dora van der Groen, Veerle van Overloop, Carolien Spoor",Marleen Gorris
83,146599,Once Upon a Time... When We Were Colored,Once Upon a Time... When We Were Colored,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,1996-01-26,/2qeQStLy1wiqDFa1Dnm02f5UacO.jpg,/jWgp2Ai4jwRPhYlCnctMDMWzO6e.jpg,4.167,6,0.7739,MOVIE,en,"Al Freeman Jr., Phylicia Rashād, Paula Kelly, Salli Richardson-Whitfield, Anna Maria Horsford",Tim Reid
85,8447,Angels and Insects,Angels and Insects,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",1995-09-10,/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg,/h5PrPi1fnGACJiYoIJxBpAkqhGU.jpg,6.184,57,1.4552,MOVIE,en,"Mark Rylance, Kristin Scott Thomas, Patsy Kensit, Jeremy Kemp, Douglas Henshall",Philip Haas
86,10534,White Squall,White Squall,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.",1996-02-02,/5xF4qy44Lvv68glS7eHWH7laTqt.jpg,/kpVQHZrBLUsB35S1pTbP8apgT5W.jpg,6.267,404,2.6994,MOVIE,en,"Jeff Bridges, Caroline Goodall, John Savage, Scott Wolf, Jeremy Sisto",Ridley Scott
87,17414,Dunston Checks In,Dunston Checks In,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",1996-01-12,/xR2cWC04kWNr7TBeXNOf4uOqn00.jpg,/ArNNCDc3Ndg9d0PkkOYHsZeLsbo.jpg,5.407,243,1.6762,MOVIE,en,"Sam the Orangutan, Jason Alexander, Faye Dunaway, Rupert Everett, Graham Sack",Ken Kwapis
88,13997,Black Sheep,Black Sheep,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",1996-02-02,/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg,/rJbDh4nIjxQFlFjK6k2SktTTT01.jpg,6.077,457,2.2253,MOVIE,en,"Chris Farley, David Spade, Tim Matheson, Gary Busey, Chris Owen",Penelope Spheeris
89,2086,Nick of Time,Nick of Time,An ordinary man is suddenly forced into a plot to kill a politician in exchange for his kidnapped daughter's freedom.,1995-11-22,/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,/u1JzntSiNw9vUCqYIOcNDajWwdZ.jpg,6.238,796,2.5038,MOVIE,en,"Johnny Depp, Courtney Chase, Charles S. Dutton, Christopher Walken, Roma Maffia",John Badham
92,9095,Mary Reilly,Mary Reilly,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",1996-02-23,/cW5wTiv5fdtBOd22utmAIZBCMS3.jpg,/mErnrp6gxgSw7eYVnuos3k8EkWf.jpg,5.777,341,1.6539,MOVIE,en,"Julia Roberts, John Malkovich, George Cole, Michael Gambon, Glenn Close",Stephen Frears
93,12158,Vampire in Brooklyn,Vampire in Brooklyn,"Detective Rita Veder is assigned to a baffling serial murder case. After examining the crime scene — a corpse-filled ship found adrift at sea — she meets Maximilian, a smooth-talking Caribbean playboy determined to romance her.",1995-10-26,/fodPA5x3REtOwColG17CucreZqM.jpg,/uQWHuHi4sdNS3U0dON14eY6Tsja.jpg,5.09,628,2.0179,MOVIE,en,"Angela Bassett, Eddie Murphy, Allen Payne, Kadeem Hardison, John Witherspoon",Wes Craven
94,9283,Beautiful Girls,Beautiful Girls,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",1996-02-09,/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,/5VfgNZJvJ6FcwF3PPQbpUIzILkQ.jpg,6.653,399,2.2598,MOVIE,en,"Timothy Hutton, Matt Dillon, Noah Emmerich, Annabeth Gish, Lauren Holly",Ted Demme
95,9208,Broken Arrow,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",1996-02-09,/iBPMwYYJFvdCBkXrwV75peo5Lz2.jpg,/446lXnrT0vSIkeClW8bCN8KrnxN.jpg,6.065,1656,4.1647,MOVIE,en,"John Travolta, Christian Slater, Samantha Mathis, Delroy Lindo, Frank Whaley",John Woo
96,40154,In the Bleak Midwinter,In the Bleak Midwinter,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",1995-09-29,/eUrv3E65orbuPnFikjpjso4TVBN.jpg,/iAxwce4twFKiBrW10rxnoTPfnuB.jpg,7.081,43,0.8262,MOVIE,en,"Michael Maloney, Richard Briers, Joan Collins, Nicholas Farrell, Julia Sawalha",Kenneth Branagh
